business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url
"Shenzhen Dinghao Paper Product Packaging Co., Ltd.",//dinghaolabel.en.alibaba.com/contactinfo.html,Gold Supplier,4,"labels,matte PET Sliver Sticker,art paper,thermal paper,ribbon",//dinghaolabel.en.alibaba.com/company_profile.html#top-nav-bar
"Tongxing Technology Development Co., Ltd.",//suda.en.alibaba.com/contactinfo.html,Gold Supplier,13,"Fiber Laser Machine,CNC Router,CO2 Laser Machine",//suda.en.alibaba.com/company_profile.html#top-nav-bar
"Guangzhou Landscape Display Products Co., Ltd.",//gzdisplay.en.alibaba.com/contactinfo.html,Supplier,11,"Display Stands (Cardboard Displays,Metal Displays,Acrylic Displays and PVC Foamex Displays)",//gzdisplay.en.alibaba.com/company_profile.html#top-nav-bar
"Dongguan Crown Win Package Co., Ltd.",//dgcrownwin.en.alibaba.com/contactinfo.html,Supplier,6,"Gift boxes,Paper bags,Labels,Paper cards,Booklets",//dgcrownwin.en.alibaba.com/company_profile.html#top-nav-bar
"Wuxi Xiwei Expanded Plastic Co., Ltd.",//wuxixiwei.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Plastic Sheet,Organic Glass,Acrylic Board,Acrylic Sheet,Acrylic Product",//wuxixiwei.en.alibaba.com/company_profile.html#top-nav-bar
"Jiangmen MST Packaging Co., Ltd.",//mstbiopack.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Packaging Bag,Biodegradable Packaging Bag,PLA Raw Material,PLA Film,Compostable Bag",//mstbiopack.en.alibaba.com/company_profile.html#top-nav-bar
"Guangdong Star New Material Co., Ltd.",//szxcgs.en.alibaba.com/contactinfo.html,Supplier,12,"Anti static Packaging Product,Express &amp; Gift Packaging Products,Thermal Insulation Material &amp; Products,Cosmetic Packaging Products,Biodegradable Packaging Products",//szxcgs.en.alibaba.com/company_profile.html#top-nav-bar
"Guangdong Star New Material Co., Ltd.",//szxcgs.en.alibaba.com/contactinfo.html,Supplier,12,"Anti static Packaging Product,Express &amp; Gift Packaging Products,Thermal Insulation Material &amp; Products,Cosmetic Packaging Products,Biodegradable Packaging Products",//szxcgs.en.alibaba.com/company_profile.html#top-nav-bar
Dongguan Shipai Dewang Polybag Factory,//package-bag.en.alibaba.com/contactinfo.html,Gold Supplier,4,"laminated polybag,drawstring polybag,loop handle polybag,punch handle polybag,zip lock polybag",//package-bag.en.alibaba.com/company_profile.html#top-nav-bar
"Chengdu TXC Technology Co., Ltd.",//txcprinter.en.alibaba.com/contactinfo.html,Supplier,4,"UV Flatbed Printer,Universal Printer,Garment Printer,Bottle Printer,Printing Materials",//txcprinter.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen Gowell Technology Co., Ltd.",//szgowell.en.alibaba.com/contactinfo.html,Gold Supplier,7,"LCD repair machine,LCD separator mchine,Glue remover machine,OCA laminating machine,Glass lcd lamination autoclave machine",//szgowell.en.alibaba.com/company_profile.html#top-nav-bar
"Wenzhou Mike Optical Co., Ltd.",//mikeoptical.en.alibaba.com/contactinfo.html,Supplier,6,"Optical Frames,Sunglasses",//mikeoptical.en.alibaba.com/company_profile.html#top-nav-bar
"Foshan Shunde Purete Mechanical Co., Ltd.",//purete.en.alibaba.com/contactinfo.html,Supplier,7,"Roller Coater,UV Dryer,Woodworking Dust Cleaner,High Gloss UV Curtain Coater,Conveyor,IR Heating Oven",//purete.en.alibaba.com/company_profile.html#top-nav-bar
"Anhui Safe Electronics Co., Ltd.",//capacitors.en.alibaba.com/contactinfo.html,Gold Supplier,9,"capacitor,metallized capacitor film,metallized polypropylene film,PVC card and tray,instant pvc sheet",//capacitors.en.alibaba.com/company_profile.html#top-nav-bar
"Shenzhen FineGreen Lighting Co., Ltd.",//elflashing.en.alibaba.com/contactinfo.html,Supplier,7,"EL Half Mask,EL Full Mask,Helmet Light,EL Cap,EL Shirt",//elflashing.en.alibaba.com/company_profile.html#top-nav-bar
