category,business_supplier,gold_status,gold_years,main_products,supplier_url,contacts_url
Cosmetics,"Heze Remed Polymer Material Co., Ltd.  ","Gold Supplier
                            ",1,"Surgical Sutures,PDO Lift Thread,Blunt Cannula needle,Spinal Needle",https://remed.en.alibaba.com/company_profile.html#top-nav-bar,https://remed.en.alibaba.com/contactinfo.html
Cosmetics,"Tianjin Haoyang Commercial Co., Ltd.  ","Gold Supplier
                            ",2,"Gold eye mask,Foot mask,Face care serum,Essential oil,facial care cream",https://cn-conveyorbelt.en.alibaba.com/company_profile.html#top-nav-bar,https://cn-conveyorbelt.en.alibaba.com/contactinfo.html
Cosmetics,"Xi'an Tongze Biotech Co., Ltd.  ","Gold Supplier
                            ",2,"Plant Extract Animal Extract,medical intermediate,Peptide products,Tea polyphenols,Organic fruit and vegetable powder",https://tzbio.en.alibaba.com/company_profile.html#top-nav-bar,https://tzbio.en.alibaba.com/contactinfo.html
Cosmetics,"LA FAON CO., LTD.  ","Gold Supplier
                            ",7,"Skin Care,facial products,mask,OEM,serum",https://lafaon.en.alibaba.com/company_profile.html#top-nav-bar,https://lafaon.en.alibaba.com/contactinfo.html
Cosmetics,"Rizhao Hecheng Trading Co., Ltd.  ","Gold Supplier
                            ",4,"Hyaluronic acid filler,Hyaluronic acidgel,scaffolding coupler,Ring round system,LED light",https://rzhecheng.en.alibaba.com/company_profile.html#top-nav-bar,https://rzhecheng.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai Kejing Cleaning Products Co., Ltd.  ","Gold Supplier
                            ",14,"hand sanitizer,stain remover,sunscreen lotion,waterless hand sanitizer,screen cleaner",https://llchem.en.alibaba.com/company_profile.html#top-nav-bar,https://llchem.en.alibaba.com/contactinfo.html
Cosmetics,"Xi'an Green Biotechnique Co., Ltd.  ","Gold Supplier
                            ",2,"Plant Extract,CBD,APIs,Fruit&Vegetable Powder,Food Additives",https://green-biotech.en.alibaba.com/company_profile.html#top-nav-bar,https://green-biotech.en.alibaba.com/contactinfo.html
Cosmetics,"Athena (Guangzhou) , Manufacturer Co., Ltd.  ","
                                    Supplier
                                ",12,"Facial Cream,Facial Mask,Body Lotion,Lipstick,Handmade Soap",https://athena.en.alibaba.com/company_profile.html#top-nav-bar,https://athena.en.alibaba.com/contactinfo.html
Cosmetics,"Nanjing Vesta New Tech Materials Co., Ltd.  ","Gold Supplier
                            ",2,"hyaluron pen,plasma pen,derma pen,meso gun,hyaluronic acid filler",https://vesta.en.alibaba.com/company_profile.html#top-nav-bar,https://vesta.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen JiaLianyin Co., Ltd.  ","Gold Supplier
                            ",11,"Makeup sponge,Makeup brush,Hair twist sponge,color switch cleaner,Tanning mitt",https://jly.en.alibaba.com/company_profile.html#top-nav-bar,https://jly.en.alibaba.com/contactinfo.html
Cosmetics,"Onegel Biological Technology Co., Ltd.  ","Gold Supplier
                            ",1,"injectable dermal filler,hyaluronic acid dermal filler,ha dermal filler,dermal filler,dermal filler needle",https://onegel-ha.en.alibaba.com/company_profile.html#top-nav-bar,https://onegel-ha.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Sunya Manicure Product Co., Ltd.  ","Gold Supplier
                            ",9,"manicure tool,pedicure tool,personal care,Beauty tool,<font><b>cosmetic</b></font> tool",https://shanzhiya.en.alibaba.com/company_profile.html#top-nav-bar,https://shanzhiya.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai ZNC Biotechnology Co., Ltd.  ","Gold Supplier
                            ",2,"HMB-CALCIUM,HORDENINE HCL,TAURINE,VITAMIN C,OAT BETA GLUCAN",https://zncbio.en.alibaba.com/company_profile.html#top-nav-bar,https://zncbio.en.alibaba.com/contactinfo.html
Cosmetics,"Ningbo Zhongqi Art & Craft Co., Ltd.  ","Gold Supplier
                            ",13,"Plastic Massagers,Coin Bank,Foot Skin File,Nail Brush,Soap Box",https://cnzq.en.alibaba.com/company_profile.html#top-nav-bar,https://cnzq.en.alibaba.com/contactinfo.html
Cosmetics,"Hebei Kouxuan Technology Co., Ltd.  ","Gold Supplier
                            ",1,"hyaluron pen,hyaluronic acid,derma pen,plasma pen,mesotherapy injection gun",https://kouxuan.en.alibaba.com/company_profile.html#top-nav-bar,https://kouxuan.en.alibaba.com/contactinfo.html
Cosmetics,Adshi Electronic Equipment Company Limited  ,"Gold Supplier
                            ",13,"Permanent makeup machine,Permanent makeup needles,Microblading pigment,Disposable Microblading needles,Microblading pen kit",https://adshi.en.alibaba.com/company_profile.html#top-nav-bar,https://adshi.en.alibaba.com/contactinfo.html
Cosmetics,"Jining Six Secrets Management Co., Ltd.  ","Gold Supplier
                            ",1,"Injectable hyaluronic acid,hyalurnic acid dermal filler,dermal filler,hyaluronic acid injection,hyaluronic acid injectable filler",https://allurlane.en.alibaba.com/company_profile.html#top-nav-bar,https://allurlane.en.alibaba.com/contactinfo.html
Cosmetics,"Tianjin Senyangwood Co., Ltd.  ","
                                    Supplier
                                ",11,"Ice Cream Stick,Ice Cream Spoon,Craft Stick,Tongue Depressor,Cotton Swab",https://woodenstick.en.alibaba.com/company_profile.html#top-nav-bar,https://woodenstick.en.alibaba.com/contactinfo.html
Cosmetics,"Hebei Dianjiangchun Trading Co., Ltd.  ","Gold Supplier
                            ",1,"Protein line,Tattoo,Mask,Hyaluronic acid,Slimming products",https://dianjiangchun.en.alibaba.com/company_profile.html#top-nav-bar,https://dianjiangchun.en.alibaba.com/contactinfo.html
Cosmetics,"Beijing Jontelaser Technologies Co., Ltd.  ","
                                    Supplier
                                ",6,"Intelligent Slimming Equipment,Intelligent Slimming Equipment Components",https://jontelaser.en.alibaba.com/company_profile.html#top-nav-bar,https://jontelaser.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Eyco Technology Co., Ltd.  ","
                                    Supplier
                                ",5,Home Use Beauty Device,https://eycotech.en.alibaba.com/company_profile.html#top-nav-bar,https://eycotech.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Guling Technology Co., Ltd.  ","Gold Supplier
                            ",1,"Jade Roller,eyelash serum,eyeliner,face mask,derma roller",https://gulingteck.en.alibaba.com/company_profile.html#top-nav-bar,https://gulingteck.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Color Ume Electronic Co., Ltd.  ","Gold Supplier
                            ",1,"beauty personal care,health care product,massager,Humidifier,Gifts",https://colorume.en.alibaba.com/company_profile.html#top-nav-bar,https://colorume.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Siken 3D Digitizing Co., Ltd.  ","Gold Supplier
                            ",12,Intelligent Beauty Device,https://siken3d.en.alibaba.com/company_profile.html#top-nav-bar,https://siken3d.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Branpac Technology Co., Ltd.  ","Gold Supplier
                            ",1,"Eye shadow,Lipstick,Concealer,Blush,Liquid foundation",https://hsyone1.en.alibaba.com/company_profile.html#top-nav-bar,https://hsyone1.en.alibaba.com/contactinfo.html
Cosmetics,Guangzhou Prettyface Beauty&Hair Instrument Limited  ,"Gold Supplier
                            ",7,"Cryolipolysis Beauty Equipment,Cavitation Beauty Machine,RF Beauty System,Vacuum Slimming System,Laser Hair Remval",https://prettyface.en.alibaba.com/company_profile.html#top-nav-bar,https://prettyface.en.alibaba.com/contactinfo.html
